salary;age;elevel;car;zipcode;credit;brand
117160.5736;66;2;9;3;703.44;Belkin
97001.06212;78;3;5;5;683.33;Belkin
113953.2694;76;2;3;7;633.17;Belkin
130912.3629;77;3;3;0;717.12;Belkin
104430.6109;65;2;8;8;604.6;Belkin
125644.2809;67;3;16;0;663.16;Belkin
113435.5723;70;3;2;4;675.47;Belkin
107743.2887;58;3;13;5;672.78;Belkin
98096.61533;68;3;14;2;639.47;Belkin
119317.5973;62;3;8;3;687.17;Belkin
115125.7655;65;3;20;1;679.95;Belkin
130540.5206;61;2;17;5;679.28;Belkin
118426.2705;79;3;20;6;626.93;Belkin
110613.4558;71;3;8;3;660.34;Belkin
102361.6418;58;2;14;2;686.58;Belkin
112039.4628;69;3;14;5;723.41;Belkin
124647.3886;62;3;8;3;710.22;Belkin
113074.8481;62;3;14;7;630.69;Belkin
101534.9019;77;3;8;3;678.04;Belkin
118577.7768;64;3;10;0;636.86;Belkin
106864.2742;76;2;14;0;634.94;Belkin
97099.26808;78;3;8;2;599.48;Belkin
95137.61019;69;2;20;3;607.13;Belkin
138597.4106;66;3;12;8;699.42;Belkin
99860.71963;65;2;7;6;684.91;Belkin
102251.4327;72;3;14;4;706.5;Belkin
115823.3811;75;2;12;1;660.07;Belkin
96118.0039;77;3;10;8;678.35;Belkin
128982.1693;76;2;3;8;724.48;Belkin
104062.5435;57;3;2;2;661.99;Belkin
113964.2002;60;3;3;7;677.34;Belkin
95064.21921;73;2;13;5;583.68;Belkin
137392.6621;74;2;13;0;718.46;Belkin
121581.1356;75;2;14;2;724.96;Belkin
118761.9714;72;2;17;1;659.36;Belkin
128518.8468;64;3;8;6;728.59;Belkin
95434.26623;64;3;17;0;714.7;Belkin
123149.0881;66;2;14;4;711.43;Belkin
101687.8286;70;3;1;6;620.7;Belkin
96608.63318;66;3;5;6;665.21;Belkin
99666.65715;68;3;1;8;666.67;Belkin
107465.7785;79;2;9;2;686.2;Belkin
110987.8611;74;2;9;4;701.9;Belkin
97731.37025;72;2;9;8;729.32;Belkin
131874.5258;73;3;2;5;672.87;Belkin
100278.7951;63;3;14;5;701.32;Belkin
117084.1924;65;3;13;4;697.21;Belkin
137714.3281;57;3;1;2;696.04;Belkin
132251.1503;61;2;1;6;674.98;Belkin
95999.61001;66;2;4;6;671.51;Belkin
102988.7398;57;3;13;4;628;Belkin
110092.3063;56;2;1;5;694.48;Belkin
95068.71972;63;3;8;1;628.04;Belkin
115126.3154;59;3;9;2;687.71;Belkin
97060.89307;67;2;7;7;581.62;Belkin
122964.188;73;2;3;4;706.72;Belkin
107355.2292;69;3;3;8;660.8;Belkin
101851.9217;78;2;8;2;722.21;Belkin
110068.3595;66;3;4;1;613.98;Belkin
128999.9356;52;3;6;0;696.19;Belkin
123266.0939;45;2;17;3;636.69;Belkin
101996.8511;33;2;8;2;677.08;Belkin
96785.84648;52;3;19;5;626.28;Belkin
103561.6649;38;3;4;7;706.96;Elago
107592.5351;33;3;6;5;655.92;Elago
127287.1331;28;3;17;2;675.36;Elago
101945.0692;49;2;2;5;722.63;Belkin
119657.7762;31;3;7;4;701.04;Elago
128632.2041;33;3;14;4;663.63;Elago
103863.5228;44;3;17;5;632.67;Belkin
106922.9616;46;3;8;3;693.75;Belkin
97699.81786;44;2;5;2;658.99;Belkin
113979.4842;50;2;13;1;724.25;Belkin
113880.9272;54;2;20;4;690.1;Belkin
109693.1104;39;3;16;5;681.24;Belkin
111910.5831;32;2;2;0;660.37;Elago
134747.435;31;3;12;6;689.57;Elago
130084.7315;50;3;14;0;725.72;Elago
136181.9217;33;3;3;4;701.11;Elago
115964.7441;53;2;13;6;725.55;Belkin
129126.9484;32;3;14;4;722.58;Elago
96433.50599;54;3;7;4;649.21;Belkin
107901.0196;47;3;20;3;641.87;Belkin
106207.8865;51;3;4;5;692.05;Belkin
110525.7641;46;3;9;2;711.24;Belkin
122627.9061;52;2;13;3;683.75;Belkin
115061.0984;34;3;10;0;661.87;Elago
114940.7887;36;2;14;1;626.48;Elago
100828.4402;33;2;10;1;621.19;Belkin
119870.3803;44;2;3;6;718.33;Belkin
116027.6443;30;3;20;5;709.25;Elago
95222.60549;41;3;3;0;636.6;Belkin
101270.8376;51;2;20;4;614.82;Belkin
105879.7572;39;3;4;8;726.05;Belkin
111152.7156;50;2;3;5;682.41;Belkin
116756.2646;54;2;20;7;652.82;Belkin
116570.9645;34;3;4;8;691.54;Elago
98533.28908;32;2;13;7;623.92;Belkin
103579.9896;33;2;14;6;655.62;Belkin
96288.72078;39;2;13;1;672.86;Elago
108358.2331;50;3;8;5;661.46;Belkin
110827.309;50;3;19;5;652.15;Belkin
97431.04805;33;2;6;1;707.47;Belkin
105759.9201;30;2;12;0;654.95;Elago
139081.4936;28;3;6;5;674.49;Elago
96373.78527;44;3;13;6;709.17;Belkin
122347.8482;36;3;9;0;704.19;Elago
125459.6021;28;3;13;0;666.92;Elago
131974.5961;41;3;13;1;696.82;Elago
103600.8864;51;2;7;1;654.22;Belkin
129108.3211;51;3;10;4;727.1;Belkin
96707.04949;46;3;8;1;673.83;Belkin
100876.6523;40;2;6;7;648.76;Belkin
96775.90778;29;2;13;2;618.98;Elago
127845.0032;39;3;1;1;717.07;Elago
97319.10101;28;3;12;6;710.24;Belkin
126196.0749;43;2;2;3;704.46;Belkin
95251.1942;29;3;17;8;703.87;Belkin
96071.92536;30;2;14;8;666.61;Elago
102396.9646;28;2;13;3;605.95;Elago
98812.48662;36;2;12;4;605.4;Belkin
111273.6041;32;3;20;5;662.19;Elago
103859.9027;43;2;4;5;696.32;Belkin
110323.261;30;2;7;3;631.64;Elago
98452.42917;28;3;14;2;595.51;Belkin
128906.4695;43;3;6;5;655.68;Elago
99289.67386;36;2;3;0;602.33;Belkin
136709.5773;34;3;3;6;706.18;Elago
107888.6784;38;2;8;7;613.01;Elago
96584.29605;46;3;6;1;670.85;Belkin
106020.7071;37;3;2;2;633.97;Elago
103052.7275;42;3;4;0;679.49;Belkin
97230.14638;30;3;2;1;659.14;Belkin
109537.6165;37;2;4;4;632.02;Elago
117428.3865;30;3;2;0;667.87;Elago
109048.4558;55;3;17;8;608.9;Belkin
98006.98725;39;3;9;2;607.14;Elago
124597.3393;50;3;17;7;648.2;Belkin
119124.2193;55;3;14;1;689.82;Belkin
110267.4524;47;2;13;6;656.49;Belkin
118169.4253;54;3;10;8;649.18;Belkin
112271.6809;43;2;16;5;650.42;Belkin
134909.1158;31;2;14;6;674.11;Elago
113827.9533;37;3;17;4;658.95;Elago
118125.73;53;3;8;2;721;Belkin
99643.08396;39;3;19;5;691.48;Elago
107251.024;42;2;13;7;642.89;Belkin
139699.382;52;3;17;0;722.64;Elago
95934.49285;54;2;4;1;715.38;Belkin
114325.6864;47;3;16;5;652.81;Belkin
109362.6838;51;2;16;6;657.42;Belkin
113837.5027;55;3;9;2;673.12;Belkin
107229.3974;53;3;5;7;607.58;Belkin
97946.85646;39;3;8;3;645.72;Belkin
105469.9862;33;3;2;0;720.87;Elago
104587.5223;52;2;20;7;724.6;Belkin
108526.3792;53;3;5;0;668.09;Belkin
95871.89108;38;2;5;3;726.54;Belkin
104237.1109;29;2;6;3;684.63;Belkin
99415.51041;28;3;19;3;639.89;Elago
118609.3138;48;2;14;5;728.04;Belkin
112208.1743;34;3;3;4;671.92;Elago
111779.2375;28;2;5;0;621.26;Elago
104693.3829;42;3;8;5;663.16;Belkin
100439.0394;50;3;5;7;657.71;Belkin
99663.97678;30;3;7;7;686.39;Elago
132959.439;42;3;17;2;727.98;Elago
96084.55209;39;3;19;8;633.36;Belkin
103423.4712;47;2;17;5;623.87;Belkin
99041.93679;33;3;16;3;715.74;Elago
130496.3028;33;3;10;5;674.22;Elago
111938.1389;51;2;3;5;622.12;Belkin
115087.2222;29;2;16;1;639.84;Elago
99755.12196;42;3;4;0;691.95;Belkin
124790.5656;54;3;12;7;643.74;Belkin
129193.8734;46;2;1;0;718.6;Elago
118046.3614;29;3;7;0;643.66;Elago
117495.4716;50;2;6;0;659.81;Belkin
130768.5797;49;2;3;1;680;Elago
115584.9524;46;3;17;8;649.53;Belkin
107933.3284;28;2;7;6;639.05;Elago
105885.5242;35;2;16;0;605.99;Elago
132271.6168;43;3;8;2;656.41;Elago
104106.2705;50;3;9;0;726.7;Belkin
112297.3627;38;3;17;1;649.9;Elago
103273.5106;51;3;14;4;597.47;Belkin
118129.5399;47;2;16;5;717.15;Belkin
100191.7853;37;3;4;6;639.16;Belkin
99599.04265;54;2;17;7;637.33;Belkin
132374.1114;44;2;3;5;659.47;Elago
119255.5466;44;3;7;2;628.12;Belkin
119380.256;30;2;5;1;695.42;Elago
109637.0698;36;3;3;3;699.73;Elago
95591.65429;54;3;10;4;666.73;Belkin
134264.4711;29;3;8;0;680.68;Elago
95306.20203;55;3;13;6;601.57;Belkin
116696.1203;51;2;1;0;666.73;Belkin
122310.8124;29;3;13;7;669.22;Elago
110505.248;28;2;4;7;624.11;Elago
112030.6443;51;3;5;4;688.51;Belkin
95238.62838;51;3;19;1;721.14;Belkin
103840.847;43;2;16;4;688.66;Belkin
113899.0029;32;2;3;6;707.13;Elago
129165.1236;53;3;12;7;717.74;Elago
101025.9235;35;3;2;6;615.27;Elago
97386.85357;38;3;5;8;668.71;Elago
107265.6026;29;2;14;5;611.81;Elago
100881.9437;32;2;12;6;615.57;Belkin
108526;41;3;3;8;710.94;Belkin
105005.4572;47;2;10;5;626.22;Belkin
104123.8385;36;3;14;8;729.09;Elago
110052.2591;51;2;12;1;631.39;Belkin
114460.5787;54;3;16;4;688.61;Belkin
139762.787;43;3;16;8;711.4;Elago
100150.8491;44;3;2;2;589.95;Belkin
98310.93964;44;3;2;5;684.65;Belkin
111250.6565;41;3;1;2;667.85;Belkin
132687.9845;52;3;8;6;726.76;Elago
113089.0666;41;3;3;8;619.97;Belkin
125146.7855;32;2;14;7;726.9;Elago
96637.64988;40;3;14;8;639.21;Belkin
111242.2776;43;3;1;1;698.72;Belkin
107878.9726;34;2;3;8;680.2;Elago
136602.5779;35;2;14;1;726.63;Elago
96243.30732;28;3;16;5;711.09;Belkin
138042.5107;39;3;4;5;686.59;Elago
110830.9248;43;2;7;6;653.7;Belkin
107735.3028;47;3;3;0;611.45;Belkin
112110.7388;33;3;2;3;710.05;Elago
109141.4811;55;3;6;1;626.77;Belkin
109374.3811;54;3;7;0;608.07;Belkin
110458.0817;48;3;14;7;695.61;Belkin
108946.2383;31;3;6;8;608.41;Elago
114923.9461;51;2;12;6;618.87;Belkin
108125.8404;39;3;5;7;664.92;Elago
139195.3645;38;2;13;3;704.44;Elago
130074.0355;31;2;10;6;673.13;Elago
119232.8813;28;2;12;8;728.87;Elago
111718.6703;46;3;8;1;663.8;Belkin
104566.0781;51;2;13;8;629.32;Belkin
112111.4184;47;2;7;0;706.21;Belkin
112734.9807;49;3;20;2;686.25;Belkin
115651.7965;32;3;3;0;679.84;Elago
95520.20212;41;2;12;0;577.41;Belkin
103378.892;43;3;13;6;630.47;Belkin
102829.9352;31;2;7;8;642.03;Elago
134523.5603;50;3;14;5;725.14;Elago
136395.5352;50;3;13;7;707.57;Elago
110153.4379;29;2;8;3;633.37;Elago
103690.3336;28;3;1;3;609.55;Belkin
106445.0574;47;3;4;6;641.71;Belkin
113349.0798;36;3;17;8;653.38;Elago
134609.1712;55;2;14;1;708.01;Elago
118053.5642;41;3;12;3;663.11;Elago
121100.0327;28;3;4;0;720.39;Elago
104938.7125;43;2;16;7;663.39;Belkin
100133.3668;34;2;14;2;692.07;Elago
102495.8878;31;3;13;4;654.76;Belkin
106056.523;35;3;16;6;682.92;Elago
103307.108;43;3;12;6;672.52;Belkin
96341.10169;46;2;13;6;672.6;Belkin
95627.06069;46;3;9;4;678.4;Belkin
103538.0745;53;3;7;1;719.85;Belkin
97230.69029;30;3;1;2;634.24;Belkin
113877.2196;48;3;17;8;690.32;Belkin
95868.75112;48;2;8;1;714.68;Belkin
133005.3065;50;2;13;5;729.44;Elago
96444.80366;35;3;14;1;672.14;Elago
116234.9964;54;2;14;5;677.8;Belkin
106389.8201;40;3;5;6;638.55;Belkin
112876.8077;30;2;19;1;641.97;Elago
96452.92341;33;2;4;3;682.22;Belkin
107659.7189;54;3;7;8;637.75;Belkin
97772.67824;42;3;9;6;694.81;Belkin
99837.76707;28;2;1;6;701.53;Elago
120254.0604;35;2;16;8;715.42;Elago
129373.0967;48;2;3;8;664.02;Elago
107619.0525;35;3;6;8;690.36;Elago
104541.5276;31;2;13;0;717.3;Elago
136848.7121;44;3;10;7;677.7;Elago
102236.6413;29;3;13;1;680.18;Belkin
100014.3953;41;2;12;1;610.91;Belkin
124920.7956;46;3;14;2;714.94;Elago
105223.7508;51;2;14;3;689.41;Belkin
111876.0232;50;3;3;2;617.22;Belkin
128576.0933;41;3;14;3;702.89;Elago
126635.5394;51;3;20;5;723.03;Belkin
130818.3193;44;3;17;1;678.89;Elago
114977.1136;30;2;12;8;668.71;Elago
137181.574;42;3;19;4;675.84;Elago
106401.446;45;3;3;6;668.41;Belkin
134802.5842;46;3;17;0;669.41;Elago
114979.3639;43;3;8;8;623.1;Belkin
101116.337;38;2;13;8;669.29;Belkin
103780.1125;52;2;4;8;649.3;Belkin
115964.662;29;2;14;0;721.64;Elago
108248.3642;44;2;1;1;710.37;Belkin
116647.1609;33;2;14;6;651.25;Elago
100518.8771;49;2;4;0;706.79;Belkin
124787.4428;55;2;10;4;693.57;Elago
100125.9744;39;2;3;6;707.11;Belkin
112615.7983;47;2;17;5;724.48;Belkin
119956.8154;47;3;20;6;671.6;Belkin
102619.288;34;2;2;3;683.28;Elago
137026.934;33;2;3;7;669.29;Elago
135114.4875;55;3;8;0;672.69;Elago
96637.63136;55;2;13;4;639.54;Belkin
111764.4753;41;3;12;8;706.54;Belkin
107837.4207;32;2;13;2;689.11;Elago
138116.1221;42;2;3;3;722.75;Elago
116952.3422;46;2;5;2;645.37;Belkin
108521.8514;46;3;10;7;656.36;Belkin
138349.5343;36;3;10;7;723.91;Elago
118976.1951;34;3;10;8;719.75;Elago
96948.72708;53;2;9;0;708.39;Belkin
125785.1038;38;3;4;7;672.53;Elago
96779.62704;29;3;13;8;711.17;Elago
136374.5117;32;2;14;3;666.13;Elago
98709.49648;36;2;14;2;630.38;Belkin
110673.7607;43;3;13;0;671.1;Belkin
109751.8984;29;3;19;8;673.58;Elago
99048.73702;47;3;1;7;688.14;Belkin
108169.6285;45;2;7;5;622.08;Belkin
131528.7555;31;3;3;2;702.24;Elago
102388.1366;55;2;6;5;702.94;Belkin
95807.81452;28;3;17;5;582.11;Belkin
122052.4134;43;2;7;3;679.67;Belkin
123927.2725;47;3;14;7;659.33;Belkin
133264.3464;37;3;9;7;726.04;Elago
106109.9618;28;3;13;3;717.47;Elago
104885.9337;36;2;6;0;696.33;Elago
99163.65856;49;3;13;0;658.73;Belkin
103774.7545;39;3;5;4;661.74;Belkin
116000.494;41;3;12;1;624.43;Belkin
96405.92018;33;3;13;0;663.96;Belkin
105721.838;53;2;3;5;606.56;Belkin
112571.6184;48;2;14;1;642.21;Belkin
119247.0092;28;3;5;2;655.79;Elago
118126.0588;33;2;9;7;688.53;Elago
97264.54132;45;3;9;3;584.68;Belkin
134814.9187;32;3;2;2;703.08;Elago
106245.8458;30;3;4;1;639.12;Elago
98011.4636;30;2;12;5;639.04;Belkin
110334.0511;30;2;13;3;672.41;Elago
98792.97361;53;3;4;0;653.79;Belkin
120115.9191;48;3;2;2;646.43;Belkin
112340.2078;45;3;3;3;626.29;Belkin
117839.3172;32;2;14;8;717.05;Elago
96458.44356;38;2;16;6;682.63;Belkin
100232.226;35;2;20;6;669.65;Elago
96784.21794;49;2;17;7;589.51;Belkin
102359.6671;36;3;14;3;631.15;Elago
97140.7571;29;2;6;7;626.07;Belkin
97430.3234;37;3;13;3;590.77;Belkin
115999.7593;55;2;7;6;713.83;Belkin
133619.0592;48;2;12;0;723.86;Elago
107148.3825;42;3;13;0;671.2;Belkin
113864.5563;55;3;3;8;651.59;Belkin
101643.5099;47;3;16;0;604;Belkin
125099.1311;42;2;6;8;727.35;Elago
108066.5163;28;3;8;5;605.7;Elago
108209.4422;42;2;3;6;670.13;Belkin
98895.51018;38;3;9;8;656.77;Belkin
107323.38;42;3;6;2;684.54;Belkin
98270.02981;55;3;10;0;617.23;Belkin
96032.94104;39;2;12;6;593.25;Belkin
95365.00264;31;2;20;2;699.93;Belkin
103817.023;28;2;10;6;637.38;Elago
107088.8871;31;3;12;7;661.64;Elago
110075.0214;32;3;8;4;664.12;Elago
111169.9855;33;3;4;4;660.65;Elago
98206.59681;35;2;17;5;600.37;Belkin
101365.4951;28;3;3;7;679.87;Elago
113867.5953;45;2;8;3;661.23;Belkin
124107.3918;50;2;3;6;726.11;Elago
123690.819;51;2;14;0;700.41;Elago
130543.487;37;3;8;3;726.64;Elago
103270.7957;38;2;6;0;619.56;Elago
116250.8583;41;3;20;8;641.49;Belkin
124255.9939;43;3;3;4;711.96;Belkin
129891.4079;32;3;2;7;717.23;Elago
95142.1181;44;2;2;8;604.48;Belkin
104363.634;29;3;13;8;618.58;Elago
111872.7192;41;2;8;1;616.59;Belkin
103158.6319;44;2;5;0;669.7;Belkin
127191.5922;39;2;14;1;696.86;Elago
111867.2446;48;2;14;5;707.88;Belkin
138335.9256;50;3;6;6;668.89;Elago
135270.97;39;2;13;7;665.43;Elago
104290.6306;40;2;14;4;708.49;Belkin
110809.1493;34;3;12;1;640.86;Elago
98929.55706;42;2;2;2;717.61;Belkin
107767.7474;28;3;19;1;620.28;Elago
96639.06459;36;2;8;7;617.75;Elago
135785.214;34;3;14;7;688.65;Elago
138262.2133;48;3;10;8;721.67;Elago
102882.3401;51;3;10;0;666.4;Belkin
97093.27534;53;3;4;7;666.16;Belkin
105586.6659;55;2;8;3;719.71;Belkin
128891.4019;41;3;4;8;677.37;Elago
103298.0432;30;2;16;8;647.84;Elago
110875.1727;46;2;17;4;706.04;Belkin
103822.7565;51;3;17;7;727.79;Belkin
98406.84114;43;2;7;0;719.49;Belkin
98857.91676;44;3;14;7;658.29;Belkin
114195.9264;29;3;6;4;667.88;Elago
95867.02948;43;3;12;4;710.45;Belkin
121325.2429;50;3;2;7;701.74;Belkin
130163.6255;36;3;13;7;680.52;Elago
137916.5342;53;3;17;1;696.8;Elago
137670.2113;33;3;2;6;708.19;Elago
97839.99382;52;3;14;0;621;Belkin
97552.94646;52;3;9;8;614.62;Belkin
102379.4954;52;2;3;3;629.81;Belkin
107707.2102;43;3;14;0;612.8;Belkin
125654.1264;41;3;9;8;667.93;Elago
100125.4586;42;2;19;6;689.3;Belkin
137379.6185;55;3;7;7;680.09;Elago
113862.8244;40;2;13;5;716.83;Elago
137547.452;40;3;10;2;726.93;Elago
108322.7117;30;2;13;7;645.49;Elago
131874.3913;55;2;3;5;655.09;Elago
98838.25183;41;3;3;2;622.67;Belkin
119557.805;49;3;10;2;640.3;Belkin
130741.4463;35;3;20;8;657.03;Elago
96850.57471;40;3;1;2;587.46;Belkin
103694.2277;35;3;6;4;665.18;Elago
111000.9318;42;3;13;3;702.89;Belkin
137893.6632;47;2;8;1;721.25;Elago
105711.5219;41;3;12;2;691.59;Belkin
100816.5661;29;2;9;4;612.6;Belkin
103255.6952;45;2;13;3;668.77;Belkin
97417.39135;53;3;6;0;620.8;Belkin
125770.5264;40;3;14;1;679.08;Elago
116588.9537;52;3;12;1;713.32;Belkin
119984.0569;42;3;1;4;655.85;Belkin
115374.9625;53;3;14;8;706.17;Belkin
112413.1499;31;2;12;8;649.28;Elago
107160.0775;52;3;13;8;729.68;Belkin
116953.1442;32;2;3;3;677.69;Elago
134127.3122;28;3;10;4;729.74;Elago
114796.5658;49;3;12;7;645.22;Belkin
124123.2611;35;3;4;7;645.2;Elago
111372.4723;44;3;9;0;634.17;Belkin
100434.3283;38;3;19;2;635.54;Belkin
105193.4004;32;3;3;0;707.81;Elago
130869.5194;34;3;7;5;667.32;Elago
108705.4751;39;3;8;0;658.32;Belkin
119949.6553;47;3;19;2;660.11;Belkin
136887.9684;46;2;17;1;721.09;Elago
116061.8018;41;3;19;0;646.52;Belkin
113794.2252;50;2;9;8;672.14;Belkin
112690.0327;37;3;3;3;616.14;Elago
126518.6483;45;3;2;8;704.56;Belkin
104119.1078;32;3;4;6;684.55;Elago
116374.0438;40;3;13;5;654.49;Elago
107960.9408;28;3;1;7;718.84;Elago
119637.761;32;3;14;7;628.94;Elago
139306.3092;34;3;2;6;706.35;Elago
126885.058;28;3;8;4;707.82;Elago
101923.739;47;3;14;5;593.93;Belkin
134833.4222;29;3;13;3;704.37;Elago
97026.28557;48;3;7;6;595.61;Belkin
109601.2947;29;2;7;8;659.63;Elago
110144.0219;28;3;8;4;698.26;Elago
98969.56413;53;3;1;1;632.07;Belkin
119802.3661;40;3;7;5;636.74;Belkin
104398.6664;28;3;13;4;607.63;Elago
96132.31969;32;2;3;0;698.35;Belkin
110842.0981;45;2;3;5;681.57;Belkin
125548.1075;47;3;3;7;671.72;Elago
104341.4502;48;3;3;6;708.58;Belkin
116309.4074;51;3;4;0;696.75;Belkin
107233.6262;44;2;17;1;641.34;Belkin
95702.42124;39;3;2;3;706.04;Belkin
109595.3646;52;2;19;5;642.75;Belkin
128461.107;54;3;14;8;697.18;Elago
123170.0926;46;3;13;3;649.36;Belkin
122181.6295;35;2;17;6;667.26;Elago
134020.0136;38;2;19;4;666.76;Elago
102628.9736;39;3;20;3;622.18;Belkin
125205.6877;49;3;7;6;655.1;Elago
108720.6718;45;3;16;5;608.98;Belkin
109032.9213;53;3;1;3;727.14;Belkin
100083.5695;44;3;19;1;691.85;Belkin
97490.33187;28;2;14;8;681.21;Belkin
118688.1395;49;3;3;7;716.35;Belkin
121745.2723;38;3;10;1;676.41;Elago
96044.5822;54;3;5;1;697.56;Belkin
100623.9156;35;3;9;2;687.32;Elago
131218.3936;52;3;13;6;694.74;Elago
105042.0313;36;3;6;8;606.86;Belkin
99605.15321;39;2;3;6;633.17;Belkin
107117.8787;28;3;2;6;715.79;Elago
133669.6627;31;3;17;8;725.41;Elago
95953.01134;45;2;6;1;677.78;Belkin
117641.6396;52;2;4;1;642.5;Belkin
121622.6567;33;2;7;4;692.68;Elago
121412.3944;35;2;13;3;720.87;Elago
100785.0901;40;3;17;3;599.7;Elago
115150.2144;34;3;10;2;633.65;Elago
117047.3978;28;3;2;6;624.8;Elago
116878.6044;34;2;9;0;651.24;Elago
114157.4705;33;2;13;8;719.14;Elago
132747.5062;38;3;6;4;668.68;Elago
111416.463;32;3;4;6;697.08;Elago
95389.18197;30;3;9;7;653.09;Belkin
101577.3327;32;3;7;4;651.65;Elago
121143.8114;51;2;16;4;664.1;Belkin
102978.9025;45;2;12;5;601.18;Belkin
95134.18535;38;2;9;0;689.3;Belkin
106709.346;42;3;14;3;650.98;Belkin
108590.3519;51;3;12;5;638.66;Belkin
100569.7052;35;2;5;6;643.69;Elago
110778.7824;35;2;7;1;721.34;Elago
108732.4739;37;3;13;0;641.79;Elago
105582.9414;55;2;1;1;633.58;Belkin
131207.1142;38;3;9;4;680.04;Elago
136044.6684;52;2;20;1;677.2;Elago
139431.0206;50;3;13;2;691.58;Elago
105641.7725;39;2;14;2;643.75;Elago
98459.43747;48;3;19;1;700.22;Belkin
111750.1619;38;2;7;4;686.53;Elago
117417.7179;40;2;14;7;631.54;Belkin
139293.6491;55;3;20;4;696.19;Elago
109915.2735;51;2;9;5;701.74;Belkin
96634.72606;28;3;6;5;609.07;Belkin
124561.5788;47;2;17;3;693.95;Belkin
133412.6223;42;3;13;6;662.36;Elago
95843.53532;30;2;20;6;654.52;Belkin
101065.2903;29;3;14;1;721.66;Belkin
114138.1772;37;2;10;5;680.6;Elago
121743.9611;51;2;4;6;720.8;Belkin
105581.5778;44;2;13;2;644.82;Belkin
120157.7166;30;2;16;1;711.07;Elago
136300.9659;32;3;3;2;667.66;Elago
136757.6272;52;3;10;0;695.79;Elago
108254.2826;37;2;6;1;717.49;Elago
97452.15069;40;3;2;8;636.55;Elago
99921.25486;44;3;7;1;665.17;Belkin
105284.5817;44;3;10;3;604.62;Belkin
109402.1159;32;3;19;7;683.56;Elago
104616.0633;41;3;4;8;668.05;Belkin
100090.0798;34;3;6;7;651.76;Belkin
107412.9193;28;2;12;1;650.69;Elago
133500.5635;50;3;2;3;678.63;Elago
117996.0549;51;2;4;2;632.05;Belkin
107049.4199;30;3;12;3;685.4;Elago
115957.0616;44;3;16;8;686.72;Belkin
105975.4551;34;3;9;1;725.68;Elago
120547.1179;53;3;13;0;636.18;Belkin
114868.0234;31;2;10;6;727.69;Elago
95198.39975;42;2;20;5;604.46;Belkin
98981.90513;35;3;4;2;652.13;Belkin
138294.3045;55;3;13;6;683.62;Elago
105533.256;43;3;4;3;609.99;Belkin
127084.1838;40;2;9;2;677.34;Elago
130722.4508;42;3;12;2;687.61;Belkin
95624.08598;31;3;5;3;700.07;Belkin
117910.5629;36;3;14;4;700.12;Elago
116410.6911;52;2;5;4;641.65;Belkin
119965.2964;29;3;16;6;709.85;Elago
101054.2002;46;3;1;1;684.28;Belkin
108966.8345;45;2;9;4;633.71;Belkin
122160.2593;50;3;2;7;728.41;Belkin
101067.5869;37;3;2;8;620.39;Elago
96194.61603;48;3;12;3;597.16;Belkin
117342.9274;41;2;12;0;695.01;Elago
117626.4138;41;2;16;4;685.71;Elago
128899.1588;51;3;7;7;670.87;Elago
95508.08241;38;2;12;8;701.8;Belkin
117511.1709;44;2;5;4;658.29;Belkin
138050.7758;31;3;19;8;728.42;Elago
98376.0712;30;3;16;6;612.22;Elago
130105.8917;54;3;12;3;672.68;Elago
125983.6037;51;3;20;1;727.36;Belkin
120550.4791;42;3;1;4;689.27;Elago
109942.5356;49;3;13;4;721.38;Belkin
121486.5188;49;3;9;4;715.23;Belkin
99390.04275;44;2;13;5;721.04;Belkin
119455.7235;42;3;13;1;714.07;Belkin
103243.9011;48;2;2;5;679.59;Belkin
107348.1711;47;3;3;2;721.84;Belkin
98834.37787;44;3;1;8;612.05;Belkin
97674.68559;37;2;10;6;677.87;Elago
97299.88185;44;3;3;8;659.72;Belkin
117648.8732;52;2;8;6;712.25;Belkin
96993.0292;46;3;19;7;624.02;Belkin
128750.7641;47;2;9;0;676.75;Elago
122613.318;34;2;14;4;703.07;Elago
133754.454;43;3;10;6;703.62;Elago
95752.65141;33;3;8;2;676.48;Belkin
111042.7276;42;2;12;4;704.87;Belkin
112326.9989;34;3;8;5;627.8;Elago
134071.3903;53;3;13;6;723.39;Elago
109604.6191;53;2;2;7;693.52;Belkin
97117.16233;47;2;7;1;702.31;Belkin
99251.43031;33;2;17;3;659.11;Elago
98705.05996;41;2;3;8;688.05;Belkin
114936.296;29;2;5;2;644.18;Elago
97927.93896;45;3;14;4;607.04;Belkin
119145.5587;30;3;3;2;663.67;Elago
123022.7774;36;3;14;5;700.45;Elago
123589.2449;47;2;17;6;663.15;Belkin
105189.2146;28;3;13;8;690.1;Elago
110422.6742;54;3;12;2;691.96;Belkin
122813.4214;55;3;4;0;635.73;Elago
100514.5765;30;3;12;1;622.72;Elago
95429.01384;54;2;3;0;703.44;Belkin
123982.5245;48;3;8;6;696.52;Belkin
108426.3915;53;3;16;4;628.46;Belkin
101569.8747;41;2;8;3;637.28;Belkin
119174.025;47;3;6;2;694.12;Elago
111450.7529;50;3;10;0;624.47;Belkin
115580.2008;44;2;8;1;653.56;Belkin
100481.8068;49;2;13;0;706.22;Belkin
115253.8138;48;3;9;0;673.45;Belkin
109499.1868;29;3;14;8;647.06;Elago
99898.87308;46;3;3;0;700.13;Belkin
96917.01873;41;3;17;0;698.84;Belkin
97012.04408;37;3;20;1;659.01;Elago
